geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
3L71E5	chr3L71E5	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=3L;r=3L:15613184-15662279	-0.7478414388458726	-1.6965118340043313	0	0.006831767719897523	12	./Project_wg_result1576700305_GSEA/3L71E5.png	11	39704;39706;12797913;39707;39710;39708;39700;12797912;39709;39712;12797911	CG43082;CG43083;CG43084;Eig71Ea;Eig71Ed;Eig71Ee;Eig71Ef;Eig71Eg;Eig71Eh;Eig71Ei;Eig71Ek
3L72E1	chr3L72E1	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=3L;r=3L:16289712-16348782	-0.6587152735717984	-1.5504175027016238	0.0040650406462753655	0.024195844007970393	14	./Project_wg_result1576700305_GSEA/3L72E1.png	11	39802;39792;39796;39797;39806;12797917;39807;39799;39798;50268;39804	CG13038;CG13040;CG13042;CG13043;CG13045;CG13058;CG13060;CG13062;CG13063;CG33060;CG43249
3R95F15	chr3R95F15	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=3R;r=3R:24356070-24377705	-0.6846530381288017	-1.558649809270187	0.0061475409773078474	0.034585824081981215	12	./Project_wg_result1576700305_GSEA/3R95F15.png	10	2768681;2768682;42910;42911;50072;42912;42907;42909;2768684;2768683	CG13613;CG13614;CG17782;CG17784;CG33339;CG33340;CG33341;CG33342;CG42812;CG5762
3L65A6	chr3L65A6	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=3L;r=3L:6092188-6161589	-0.5690217595954233	-1.251632683369641	0.11892450866708944	0.34705380017079424	10	./Project_wg_result1576700305_GSEA/3L65A6.png	7	38701;38708;318014;5740348;38706;45018;38707	Cpr65Av;Cpr65Aw;Cpr65Ay;Lcp65Ac;Lcp65Ad;Lcp65Ae;l(3)mbn
2L23A2	chr2L23A2	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=2L;r=2L:2646577-2719431	-0.5754095165598699	-1.2763897954520131	0.10218978091533912	0.357600341588386	10	./Project_wg_result1576700305_GSEA/2L23A2.png	7	33451;33450;33448;33452;33454;14462678;33449	CG15398;CG43851;CG9879;CG9962;Or23a;Prosbeta4R1;Prosbeta4R2
2L22E1	chr2L22E1	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=2L;r=2L:2300103-2425041	-0.5316614075927693	-1.2168452285942764	0.1541582148537949	0.37332764019356673	12	./Project_wg_result1576700305_GSEA/2L22E1.png	5	14462673;5740554;33426;319042;326178	CG31948;CG31949;CG34448;CG3557;CG43750
3L72D10	chr3L72D10	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=3L;r=3L:16197868-16273608	-0.5040098935542439	-1.1795445041737072	0.1914022515952894	0.4119799926802489	13	./Project_wg_result1576700305_GSEA/3L72D10.png	7	50274;5740883;50270;3772065;5740480;3772513;39782	CG13053;CG13066;CG13070;CG33688;CG33690;CG34247;CG34248
2L32C1	chr2L32C1	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=2L;r=2L:10917015-11018778	0.33523644036241773	1.0984409574022318	0.33333332478632505	0.4620689655172414	11	./Project_wg_result1576700305_GSEA/2L32C1.png	11	34529;34521;34527;34514;34526;34516;34519;34531;3346227;34513;34532	Acp32CD;CG14072;CG14913;CG33129;Nup154;RpL9;SCAR;YL-1;dUTPase;dpr2;piwi
3R93F14	chr3R93F14	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=3R;r=3R:21842521-22016212	-0.46080995020890725	-1.0678216978799182	0.3767967141922005	0.6141000094885662	13	./Project_wg_result1576700305_GSEA/3R93F14.png	6	32625;117470;42574;42577;117472;42582	CG31465;CG6690;Cby;Gr93b;Gr93d;P5CDh2
3L68E3	chr3L68E3	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=3L;r=3L:11850645-11958909	-0.4760584115337935	-1.0866010406405042	0.33608247388032736	0.627134927412468	12	./Project_wg_result1576700305_GSEA/3L68E3.png	4	39351;39355;39347;39354	CG11588;CG17826;Rpt4R;obst-G
2L35F1	chr2L35F1	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=2L;r=2L:16211459-16342324	0.29041470076980375	1.1285684727689873	0.3076922840236705	0.8068965517241379	14	./Project_wg_result1576700305_GSEA/2L35F1.png	14	34954;34952;34968;34969;34966;34961;34956;260659;34951;7354431;34959;260658;34958;49165	CG13258;CG17329;CG31817;CG31819;CG42266;CG42817;Cyp303a1;PRL-1;Syx5;cact;crp;fzy;heix;twe
2L36E3	chr2L36E3	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=2L;r=2L:17962625-18092256	-0.4372792930371052	-0.9685178361024509	0.5410176526053815	0.8283518360375747	10	./Project_wg_result1576700305_GSEA/2L36E3.png	9	35077;35080;35079;35076;35074;35073;261618;10178901;50463	CG15153;CG31740;CG31741;CG42659;CG5681;CG5693;btv;elfless;rdo
2L31B1	chr2L31B1	http://www.ensembl.org/Drosophila_melanogaster/Location/View?chr=2L;r=2L:10064121-10278811	0.26919254658385094	0.7281144928189771	0.99999950000025	0.8781609195402299	18	./Project_wg_result1576700305_GSEA/2L31B1.png	18	34364;34361;34362;34351;43991;34359;34354;34377;34368;34363;34358;34350;318914;34341;34355;34367;318995;34349	CG13137;CG31874;CG44153;CG5676;CG5694;CG5708;CG5731;CG5734;Npc1a;Prosalpha6;Pten;Ripalpha;Ror;Sur;Utx;eEF1delta;me31B;mthl15
