geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
GO:0016333	morphogenesis of follicular epithelium	http://amigo.geneontology.org/amigo/term/GO:0016333	0.7522570772762049	3.4865121500851175	0	0	23	./Project_wg_result1576701776_GSEA/GO_0016333.png	23	48973;35771;41718;41168;33156;47998;42661;37386;38534;42504;31239;40308;36461;35420;38961;31293;41666;47594;31459;44100;44448;45278;36773	Abi;CSN3;CSN6;Cbl;Cip4;Cul2;Dg;Dp;N;Patj;Scm;Src64B;aPKC;csw;egh;l(2)gl;lig;rin;scrib;shg;slmb;spoon;sqd
GO:0016197	endosomal transport	http://amigo.geneontology.org/amigo/term/GO:0016197	0.744638480392157	3.2979556295344326	0	0	30	./Project_wg_result1576701776_GSEA/GO_0016197.png	30	33458;34505;36311;33289;39475;42501;39610;34636;34126;34003;32979;38750;34840;33014;31144;39385;41551;44819;38418;40193;33281;36775;49701;35929;44448;33418;45012;42841;31493;42447	CG10103;CG13784;CG14184;CG18659;CG32758;CG4552;Hrs;Lrrk;MICAL-like;Mer;Rab11;Rab14;Rab35;Rab5;Rab6;Rab7;Rho1;RhoGAP68F;S;Snx3;Snx6;Stam;Vha68-2;Vps26;g;gish;kst;mop;scrib;wash
GO:0060033	anatomical structure regression	http://amigo.geneontology.org/amigo/term/GO:0060033	0.7363831089351285	3.056563990702121	0	0	22	./Project_wg_result1576701776_GSEA/GO_0060033.png	22	45826;35998;36040;33156;42898;40044;38456;40700;38630;40998;31773;42862;36329;32001;31405;39454;38936;44039;43604;39962;36790;37141	Atg1;Atg13;Atg17;Atg3;Atg7;Atg8a;BI-1;BRWD3;Cam;Eip74EF;Pak;Ptp52F;TER94;Trf2;Tsc1;Uba1;Ubi-p63E;bel;ctp;hdc;l(2)gl;l(3)psg2
GO:0016482	cytosolic transport	http://amigo.geneontology.org/amigo/term/GO:0016482	0.6968028147468257	2.7718733911623676	0	0	21	./Project_wg_result1576701776_GSEA/GO_0016482.png	21	33458;36311;36810;33289;46068;45821;33346;36791;39610;38811;34636;34126;34003;34527;31554;34840;31144;44819;37201;42447;39717	Abl;Acsl;CG13784;CG4552;Hrs;Khc;Lis-1;Lrrk;Nup154;Rab14;Rab6;Snx6;Vps26;comm;cpb;ena;g;lark;mop;sqh;wash
GO:0035215	genital disc development	http://amigo.geneontology.org/amigo/term/GO:0035215	0.5078806426931906	2.286590917409992	0	0	23	./Project_wg_result1576701776_GSEA/GO_0035215.png	23	35341;37785;40958;33881;44111;31293;32256;35253;33281;34445;33418;37973;42990;47763;34982;36240;34009;36283;40398;39564;42541;42542;31883	Abd-B;Dll;Myo31DF;N;PDZ-GEF;Rab5;S;TfAP-2;btl;cad;dac;en;hep;ken;lbe;lbl;lz;otk;puc;slpr;spi;tnc;wg
GO:0034976	response to endoplasmic reticulum stress	http://amigo.geneontology.org/amigo/term/GO:0034976	0.3480789836216133	2.251062460314172	0	0	25	./Project_wg_result1576701776_GSEA/GO_0034976.png	25	36264;43435;36040;40653;2768929;36243;42105;39651;42358;32765;36270;34619;36772;41420;40637;38413;38936;31581;36578;32133;36244;40055;31024;32416;39351	BI-1;CG11873;CG11999;CG15814;CG33298;CG5823;CG6766;CG6923;CG8405;CG9003;CG9005;CG9518;ERp60;Hsc70-3;Ire1;Marf;Mtor;Opa1;PEK;PHGPx;Pdi;Rpt4R;TER94;Ugt;tw
GO:0031647	regulation of protein stability	http://amigo.geneontology.org/amigo/term/GO:0031647	0.5158092605810365	1.882598157209954	0	0	20	./Project_wg_result1576701776_GSEA/GO_0031647.png	19	47877;35560;36382;41704;38160;41785;48448;42661;45821;40308;32169;35151;35653;38232;41551;44643;42935;36750;38389	Abl;Bap170;CSN3;CSN6;Cdc37;CkIIalpha;Cnx99A;Hsp83;Mlf;Nedd8;Ptp61F;Sin3A;Snx3;Usp7;cos;eff;puf;rdx;tws
GO:0030865	cortical cytoskeleton organization	http://amigo.geneontology.org/amigo/term/GO:0030865	0.4461292177337229	1.8774184797619846	0	0	31	./Project_wg_result1576701776_GSEA/GO_0030865.png	30	38515;35696;32015;40232;38765;37841;39429;35801;41718;33156;33782;37356;42501;35311;33834;32981;37521;33496;43402;34519;40462;45374;38146;36775;31816;43916;41880;43758;32442;43571	Abi;Arpc2;Cdc42;Galphai;Hem;Lam;Moe;Rab11;Rab3-GEF;Rac1;Rbp;Rho1;RhoGAP100F;Rok;SCAR;Sry-alpha;Vrp1;WASp;chic;feo;fwd;l(2)gl;lilli;pav;pnut;polo;scra;sktl;sti;tsr
GO:0035329	hippo signaling	http://amigo.geneontology.org/amigo/term/GO:0035329	0.4389534883720931	1.8297032163978966	0	0	22	./Project_wg_result1576701776_GSEA/GO_0035329.png	22	43673;32948;33882;45959;252554;2768940;37247;42186;43651;32771;33131;32979;41783;37851;41398;2768852;33619;41817;42734;33245;33627;34179	14-3-3epsilon;CG42788;Csk;Mer;Pez;Pp2A-29B;Rassf;Tao;d;dco;ds;ed;ft;hpo;kibra;mnb;mts;par-1;sav;wap;wts;yki
GO:0042391	regulation of membrane potential	http://amigo.geneontology.org/amigo/term/GO:0042391	0.33759314211306096	1.5257698692391302	0	0	34	./Project_wg_result1576701776_GSEA/GO_0042391.png	33	34636;34328;50225;31816;39996;36583;31130;31550;38352;34826;32158;42770;37843;37981;34304;33427;43935;33062;32928;33228;42918;32428;38337;42919;31767;36145;37047;40665;41426;45910;32554;42920;39984	Adar;CG12344;Ca-alpha1T;Dref;Elk;Fife;Grd;HisCl1;Hsc70-5;Irk2;Lcch3;Moe;NaCP60E;Nmdar1;NtR;Prestin;Prosap;Rab6;Shab;VGlut;cac;eag;nAChRalpha1;nAChRalpha2;nAChRalpha3;nAChRalpha5;nAChRalpha6;nAChRalpha7;nAChRbeta2;nAChRbeta3;ort;sei;shakB
