geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
GO:0045495	pole plasm	http://amigo.geneontology.org/amigo/term/GO:0045495	0.7571282474137168	3.757942634868382	0	0	27	./Project_wg_result1576701782_GSEA/GO_0045495.png	25	42297;34364;39430;36922;35478;45826;2768920;40489;36804;36550;3355150;36040;37065;37402;42620;26067080;41852;37528;5740599;36306;41066;35336;38427;45360;39613	AGO3;CG6701;CG6967;CG9425;Fmr1;Fs(2)Ket;PyK;SmD3;TER94;Tm1;armi;bel;gus;krimp;mael;mago;me31B;nos;osk;pgc;shu;squ;stau;tral;vas
GO:0030312	external encapsulating structure	http://amigo.geneontology.org/amigo/term/GO:0030312	0.8714577557153037	3.185503221710571	0	0	24	./Project_wg_result1576701782_GSEA/GO_0030312.png	22	3885650;31365;31366;31368;32248;34272;35230;35229;41493;318137;40751;31787;38998;34271;32384;42054;31067;32247;326174;326175;31111;39909	CG1077;CG11381;CG12716;CG13083;CG13084;CG13113;CG13114;CG15570;CG15571;CG15721;CG31926;CG31928;CG32642;CG4009;CG4066;Cp18;Cp36;Cp7Fa;Ilp8;Muc12Ea;Muc4B;Mur2B
GO:0045169	fusome	http://amigo.geneontology.org/amigo/term/GO:0045169	0.753747323340471	2.9171523255198104	0	0	20	./Project_wg_result1576701782_GSEA/GO_0045169.png	20	39430;36040;36546;42501;39651;326234;43350;32979;43901;43662;2768852;41864;35614;37230;44448;33905;31816;33721;38580;40628	CG12163;Cp1;Dhc64C;Mer;Moe;Pdi;Rab11;Rtnl1;Sap-r;Sec61alpha;Surf4;TER94;Tsp42Ee;chb;hts;l(1)G0320;mino;par-1;scrib;tral
GO:0034399	nuclear periphery	http://amigo.geneontology.org/amigo/term/GO:0034399	0.43985175637315505	1.8842252542063362	0	0	21	./Project_wg_result1576701782_GSEA/GO_0034399.png	20	35864;31717;37090;36264;37841;32630;35927;41366;37188;40725;33782;35336;34527;35594;44271;41798;40451;42958;42761;40581	Blm;Fs(2)Ket;Karybeta3;Lam;Mtor;Nup153;Nup154;Ote;RpLP0;RpS3;Rrp6;Saf-B;Su(var)2-10;Topors;dgrn;gcl;koi;sn;tsr;xmas-2
GO:0098552	side of membrane	http://amigo.geneontology.org/amigo/term/GO:0098552	0.4072313417496886	1.5137292753027434	0	0	22	./Project_wg_result1576701782_GSEA/GO_0098552.png	21	35864;43222;48973;38765;31201;32080;36952;35524;32979;41783;42428;33014;34790;49701;49045;39861;37272;5740446;14462605;246420;37132	CG30054;Galphaf;Galphai;Gprk2;Mer;Rab35;Rgk1;Rgk2;Rgk3;Sos;Src42A;Src64B;Stat92E;Tl;Toll-7;Vinc;cnk;gcl;gish;hop;kibra
GO:0005840	ribosome	http://amigo.geneontology.org/amigo/term/GO:0005840	0.29411607227660647	1.3793124736007183	0	0	44	./Project_wg_result1576701782_GSEA/GO_0005840.png	41	40653;35711;44326;38944;34070;34412;42370;43349;35146;39088;41807;40451;3354918;32446;33214;42761;41347;32530;43723;43594;43864;33629;39484;34352;40654;38794;43768;37292;40687;36576;31588;44251;44150;37628;31700;36985;34526;41120;37995;32953;40060	CG10602;CG7182;PEK;Rack1;RpL10;RpL13A;RpL15;RpL18;RpL18A;RpL19;RpL23;RpL26;RpL3;RpL34b;RpL35A;RpL37a;RpL4;RpL40;RpL6;RpL7;RpL7A;RpL8;RpL9;RpLP0;RpLP1;RpS10b;RpS15Aa;RpS17;RpS18;RpS23;RpS3;RpS3A;RpS4;RpS5b;RpS6;RpS7;Surf6;mRpL12;mRpL52;mRpS30;mRpS7
GO:0000793	condensed chromosome	http://amigo.geneontology.org/amigo/term/GO:0000793	0.2680116716386165	1.2556034320108127	0	0	39	./Project_wg_result1576701782_GSEA/GO_0000793.png	29	35001;41585;36653;36495;41848;35364;43439;40232;49228;35649;3354896;33226;44703;38669;41014;41366;36440;33758;40300;47874;42853;31872;53561;34119;36621;33981;35225;37564;36791	Blm;Bub1;Cap-G;Cenp-C;Cp190;Dsor1;Incenp;Lis-1;RPA2;Rcc1;SMC1;SMC2;Spc105R;Spc25;Su(var)2-HP2;Su(var)205;Top2;Zw10;cid;cmet;glu;lolal;lwr;mod(mdg4);polo;rad50;smt3;vtd;yem
GO:0016469	proton-transporting two-sector ATPase complex	http://amigo.geneontology.org/amigo/term/GO:0016469	-0.5759514097710552	-1.4876344819256424	0.009027081234676949	0.020580616346583296	21	./Project_wg_result1576701782_GSEA/GO_0016469.png	14	34695;40748;36328;246543;41806;39489;39282;42739;50124;42041;34661;34482;36900;33036	CG15458;CG15459;CG17300;CG5421;Vha100-3;Vha14-2;Vha16-2;Vha16-4;Vha16-5;Vha36-2;Vha68-3;VhaAC39-2;VhaM9.7-d;VhaPPA1-2
GO:0098798	mitochondrial protein complex	http://amigo.geneontology.org/amigo/term/GO:0098798	-0.5481646790270187	-1.4915473977122566	0.002999999997	0.03430102724430549	34	./Project_wg_result1576701782_GSEA/GO_0098798.png	14	41902;39489;3771749;50124;50344;32450;36516;38263;41324;318176;41500;33036;40635;38049	CG11815;CG12464;CG12479;CG14929;CG15458;CG15459;CG17300;CG32727;CG4520;CG5662;CG6629;Tim17a1;Tim17b1;ttm2
GO:0032153	cell division site	http://amigo.geneontology.org/amigo/term/GO:0032153	0.2944125647076283	1.13658237092774	0	0.48000000000000004	26	./Project_wg_result1576701782_GSEA/GO_0032153.png	18	38515;35696;35330;43222;31332;32478;39429;35801;42501;38534;38001;36915;40506;32946;42524;42467;43901;31554	Arf79F;Cen;Cip4;Grip128;Grip84;Rab1;Rab11;Rala;RhoGEF2;Synd;Tl;chb;pav;pnut;scra;sqh;sti;zip
