geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
GO:0031072	heat shock protein binding	http://amigo.geneontology.org/amigo/term/GO:0031072	0.5532614078084187	2.738718267430353	0	0	24	./Project_wg_result1576701122_GSEA/GO_0031072.png	12	48582;50022;42852;39518;32133;35426;41646;38232;41840;36583;44910;34707	CG1416;Cdc37;DnaJ-H;Droj2;Hsc70-3;Hsc70-4;Hsc70-5;Hsp68;Hsp70Bb;Hsp70Bbb;stv;unc-45
GO:0016779	nucleotidyltransferase activity	http://amigo.geneontology.org/amigo/term/GO:0016779	0.4556301267710664	1.8492839166746786	0	0	22	./Project_wg_result1576701122_GSEA/GO_0016779.png	22	38756;32152;44915;38228;42553;31795;32100;43278;37560;40438;33897;39195;33903;41721;39065;36289;39310;42619;35234;42602;317923;34759	CG10077;CG10189;CG12018;CG16848;CG5380;CG7339;Csas;DNApol-alpha180;DNApol-alpha60;DNApol-alpha73;DNApol-eta;Fic;Gem3;Gld2;Mes4;RpII140;RpII215;RpIII128;Trf4-1;UGP;mmy;wisp
GO:0140030	modification-dependent protein binding	http://amigo.geneontology.org/amigo/term/GO:0140030	0.429244329347665	1.7882499615797038	0	0	21	./Project_wg_result1576701122_GSEA/GO_0140030.png	17	35246;39103;37069;39654;43718;39551;33837;40358;44811;43785;34709;42140;35744;36040;34119;32522;38779	CG7379;E(bx);Graf;Jarid2;Kdm4A;Msh6;Pc;Pcl;Rad23;Sfmbt;Su(var)205;TER94;lid;msl-3;pygo;ref(2)P;upSET
GO:0050839	cell adhesion molecule binding	http://amigo.geneontology.org/amigo/term/GO:0050839	0.3355971399904657	1.4161580831667997	0	0.0909090909090909	25	./Project_wg_result1576701122_GSEA/GO_0050839.png	24	34830;40620;31151;41718;33262;34882;3355143;40517;33619;36683;38488;41062;42025;40191;40327;35070;39368;31292;39972;35071;34639;36125;36283;33627	Abi;CG11807;CG17211;CG43333;CadN;CadN2;Ccn;Fas1;Fit1;alpha-Cat;arm;ck;cno;dock;ed;ft;kirre;kug;otk;p120ctn;pyd;rols;siz;stan
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	http://amigo.geneontology.org/amigo/term/GO:0016765	0.32695414440164033	1.4413837421970184	0	0.11363636363636363	21	./Project_wg_result1576701122_GSEA/GO_0016765.png	21	37112;38972;37113;36927;41503;40858;33298;41989;34961;37143;37960;39403;46140;36209;192528;41133;37109;36467;48340;48341;41512	CG17565;CG31381;CG4300;Eip55E;Fpps;GstD1;GstD11;GstD7;GstD8;GstE12;GstE14;GstE4;GstE7;GstE8;GstO3;GstS1;GstZ2;Tango14;gfzf;heix;l(3)02640
GO:0051087	chaperone binding	http://amigo.geneontology.org/amigo/term/GO:0051087	0.32520780209792693	1.3232976376142969	0	0.30303030303030304	20	./Project_wg_result1576701122_GSEA/GO_0051087.png	9	39518;38643;40450;35426;39679;38232;40982;36750;41840	CG1416;CG7130;CG7945;Cdc37;DnaJ-1;Hsc70-4;Mlf;Sgt1;stv
GO:0060090	molecular adaptor activity	http://amigo.geneontology.org/amigo/term/GO:0060090	0.3396626432405924	1.1862905114918103	0	0.5194805194805194	22	./Project_wg_result1576701122_GSEA/GO_0060090.png	21	35864;40982;39842;37723;42065;31543;44653;32000;31717;33262;34119;35051;31620;32256;33211;36497;34896;45278;41770;53472;36606	AP-2alpha;Aplip1;BTBD9;BicD;Cul3;Sgt1;Su(var)205;cal1;csw;dock;drk;gcl;hep;mbf1;mi;phyl;pod1;raptor;sn;stumps;wech
GO:0005549	odorant binding	http://amigo.geneontology.org/amigo/term/GO:0005549	-0.4824802533475741	-1.317503587608069	0.003999999996	0.784743069044676	77	./Project_wg_result1576701122_GSEA/GO_0005549.png	60	40991;41011;2768728;38354;246672;39189;39191;41018;36212;318012;39109;2768964;41008;33381;37711;32562;34601;30978;35980;41119;40744;35516;41007;35644;42712;318778;36088;33336;36413;36187;37607;33450;41715;37716;246432;35514;37715;37609;32086;246667;43341;39120;36162;2768955;42506;36600;260693;43375;36350;37265;170882;318011;37269;34603;34236;34602;39929;318013;40648;33335	Obp22a;Obp46a;Obp47a;Obp50a;Obp50e;Obp56b;Obp56c;Obp56i;Obp58b;Obp58d;Obp73a;Obp93a;Or10a;Or13a;Or19b;Or1a;Or22a;Or22b;Or22c;Or23a;Or30a;Or33a;Or33b;Or33c;Or42a;Or42b;Or43a;Or45b;Or46a;Or47a;Or47b;Or49a;Or49b;Or56a;Or59a;Or59b;Or59c;Or63a;Or65a;Or65b;Or65c;Or67a;Or67b;Or67c;Or67d;Or69a;Or74a;Or82a;Or83a;Or83c;Or85a;Or85b;Or85c;Or85d;Or85e;Or85f;Or88a;Or94b;Or98a;Or98b
GO:0001098	basal transcription machinery binding	http://amigo.geneontology.org/amigo/term/GO:0001098	-0.4776916107336459	-1.181275881558573	0.17641129014474669	1	22	./Project_wg_result1576701122_GSEA/GO_0001098.png	5	33384;318904;37676;318905;36520	CG12674;CG31702;CG31703;CG6220;CG9899
GO:0070003	threonine-type peptidase activity	http://amigo.geneontology.org/amigo/term/GO:0070003	-0.4739197176241796	-1.1637622112886203	0.176999999823	1	22	./Project_wg_result1576701122_GSEA/GO_0070003.png	9	37910;40621;37683;31511;33451;43679;34726;33449;42457	Prosalpha3T;Prosalpha4T1;Prosalpha4T2;Prosalpha6T;Prosbeta2R1;Prosbeta2R2;Prosbeta4R1;Prosbeta4R2;yip3
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	http://amigo.geneontology.org/amigo/term/GO:0016701	-0.44615808516913935	-1.103650888012343	0.282999999717	1	23	./Project_wg_result1576701122_GSEA/GO_0016701.png	16	43623;5740402;326112;43416;3885583;43628;326114;43629;40026;317911;43625;43638;40028;43627;40025;43626	CG11828;CG15539;CG18231;CG18233;CG31021;CG31371;CG32199;CG32201;CG34041;CG34345;CG9698;PH4alphaNE1;PH4alphaNE2;PH4alphaNE3;PH4alphaSG1;PH4alphaSG2
GO:0051213	dioxygenase activity	http://amigo.geneontology.org/amigo/term/GO:0051213	-0.4191950081900301	-1.0663908057543534	0.351999999648	1	30	./Project_wg_result1576701122_GSEA/GO_0051213.png	17	43623;5740402;326112;43416;3885583;43628;326114;43629;42654;40026;317911;43625;43638;40028;43627;40025;43626	CG11828;CG15539;CG18231;CG18233;CG31021;CG31371;CG32199;CG32201;CG33093;CG34041;CG34345;CG9698;PH4alphaNE1;PH4alphaNE2;PH4alphaNE3;PH4alphaSG1;PH4alphaSG2
