geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
GO:0030312	external encapsulating structure	http://amigo.geneontology.org/amigo/term/GO:0030312	0.8659977306449538	3.7235669340744297	0	0	21	./Project_wg_result1576701136_GSEA/GO_0030312.png	18	318139;31366;31365;34272;32248;35230;3885650;35229;40751;38998;31368;318137;32247;32384;42054;31787;326175;31067	CG1077;CG11381;CG12716;CG13083;CG13084;CG13114;CG15570;CG15571;CG15721;CG31928;CG32642;CG4009;Cp18;Cp36;Cp7Fa;Muc12Ea;Muc4B;Mur11Da
GO:0031519	PcG protein complex	http://amigo.geneontology.org/amigo/term/GO:0031519	0.7459828133995399	3.5185113942550785	0	0	21	./Project_wg_result1576701136_GSEA/GO_0031519.png	19	39095;39103;37069;40358;34709;41168;48071;36431;36118;39821;34595;31230;36612;39203;35555;43819;48903;44889;44703	Asx;E(z);Jarid2;Pc;Pcl;Psc;RAF2;Scm;Sfmbt;Su(z)12;esc;jing;l(3)73Ah;lolal;ph-d;pho;phol;psq;z
GO:0034399	nuclear periphery	http://amigo.geneontology.org/amigo/term/GO:0034399	0.6430730118171956	2.884315204239047	0	0	23	./Project_wg_result1576701136_GSEA/GO_0034399.png	22	35864;37090;36264;36615;35927;32630;35336;34527;44271;31263;31717;41366;35594;37841;37188;40725;33782;42958;40451;41798;40581;37573	Blm;Fs(2)Ket;Karybeta3;Lam;LamC;Mtor;Nup153;Nup154;Ote;RpLP0;Rrp6;Saf-B;Su(var)2-10;Topors;dgrn;fs(1)Ya;gcl;koi;px;sn;tsr;xmas-2
GO:0045495	pole plasm	http://amigo.geneontology.org/amigo/term/GO:0045495	0.7652985074626865	2.6600970400740733	0	0	28	./Project_wg_result1576701136_GSEA/GO_0045495.png	28	42297;36804;34364;39430;35478;40489;36922;5740599;37065;41066;39613;3355150;35336;45826;36550;42620;41919;37402;26067080;36040;2768920;46243;36306;37528;38427;41852;34032;37417	AGO3;CG6701;CG6967;CG9425;Fmr1;Fs(2)Ket;PyK;RapGAP1;SmD3;TER94;Tm1;armi;bel;gus;krimp;mael;mago;me31B;nos;osk;pgc;poe;spn-E;squ;stau;tral;tud;vas
GO:0032153	cell division site	http://amigo.geneontology.org/amigo/term/GO:0032153	0.4156325291876915	1.529181024911463	0	0	29	./Project_wg_result1576701136_GSEA/GO_0032153.png	27	43222;40982;39429;35696;38515;32478;35330;33890;31332;42871;38879;32946;36915;43901;38534;35801;37749;35425;42501;42524;38001;40506;42467;39572;36699;31816;35041	Apc2;Arf51F;Arf79F;CG30183;Cen;Cip4;Grip128;Grip84;Lrch;Moe;Rab1;Rab11;Rala;RhoGEF2;Sgt1;Synd;Tl;chb;nuf;pav;pbl;pnut;scra;slam;step;sti;zip
GO:0019867	outer membrane	http://amigo.geneontology.org/amigo/term/GO:0019867	-0.5313520058952758	-1.3223677677260472	0.03503503499996493	0.35247235976395574	22	./Project_wg_result1576701136_GSEA/GO_0019867.png	9	31749;43239;35081;43585;43279;31315;33797;32450;41902	CG10761;CG11498;CG12511;CG16781;CG17991;CG18472;CG4520;CG5662;CG5755
GO:0098798	mitochondrial protein complex	http://amigo.geneontology.org/amigo/term/GO:0098798	-0.4583924671887678	-1.2145576210644107	0.06306306299993687	0.7867801668588483	45	./Project_wg_result1576701136_GSEA/GO_0098798.png	22	38049;33097;50124;40635;40632;41324;33036;7354435;50344;42326;3771749;41500;38263;31689;37855;44381;318176;40066;39489;32450;35437;41902	CG11815;CG12479;CG13564;CG14077;CG1409;CG14929;CG15458;CG15459;CG1724;CG17300;CG32727;CG42302;CG4520;CG5662;CG6255;CG6629;Tim17a1;Tim17a2;Tim17b1;Tim17b2;ttm2;ttm3
GO:0036477	somatodendritic compartment	http://amigo.geneontology.org/amigo/term/GO:0036477	-0.3900963057666381	-1.117047530514508	0.053999999946	1	202	./Project_wg_result1576701136_GSEA/GO_0036477.png	99	40991;33683;35655;34545;41011;2768728;32528;38354;39982;326152;39481;117346;39189;117336;39191;38835;36212;318012;37726;117492;32860;33453;31865;42568;39109;2768964;117500;117496;41008;117488;117347;43309;43875;33381;37711;32562;31867;34601;117473;30978;38453;35980;117499;117348;117343;117349;117476;117470;41119;117501;40744;42036;32085;35516;41007;35644;42712;318778;33336;36413;36187;117338;33450;41715;37716;33251;35514;117485;37715;117487;40891;32086;43341;39120;38616;318158;260693;43375;117472;192481;36350;37347;117486;37725;318011;37269;34603;39324;117344;34236;34602;39929;117484;318013;40648;117498;33335;117327;34641	CCKLR-17D1;Efhc1.1;Glut3;Gr10a;Gr10b;Gr21a;Gr22a;Gr22b;Gr22c;Gr22e;Gr22f;Gr23a;Gr28a;Gr28b;Gr32a;Gr33a;Gr36a;Gr36b;Gr36c;Gr39a;Gr39b;Gr43a;Gr57a;Gr58a;Gr59a;Gr59b;Gr59c;Gr59d;Gr59e;Gr59f;Gr63a;Gr68a;Gr77a;Gr8a;Gr92a;Gr93a;Gr93b;Gr93d;Gr97a;Gr98b;Gr98c;Gr98d;Gr9a;Ir25a;Ir64a;Ir75a;Ir84a;Ir8a;Or10a;Or13a;Or19b;Or1a;Or22a;Or22b;Or22c;Or23a;Or30a;Or33a;Or33b;Or33c;Or42a;Or42b;Or43a;Or45b;Or46a;Or47a;Or47b;Or49a;Or49b;Or56a;Or59a;Or59b;Or59c;Or63a;Or65a;Or65b;Or65c;Or67a;Or67b;Or67c;Or67d;Or69a;Or74a;Or82a;Or83a;Or83c;Or85a;Or85b;Or85c;Or85d;Or85f;Or88a;Or94b;Or98a;Or98b;Ret;Zmynd10;erm;ppk26
GO:0016469	proton-transporting two-sector ATPase complex	http://amigo.geneontology.org/amigo/term/GO:0016469	-0.4633788003815115	-1.1569748741871626	0.18318318299981665	1	24	./Project_wg_result1576701136_GSEA/GO_0016469.png	14	39282;50124;246543;36900;33036;40748;34695;34482;42739;42041;41806;317846;39489;36328	CG15458;CG15459;CG17300;Vha100-3;Vha14-2;Vha16-2;Vha16-3;Vha16-4;Vha16-5;Vha36-2;Vha68-3;VhaAC39-2;VhaM9.7-d;VhaPPA1-2
GO:0044297	cell body	http://amigo.geneontology.org/amigo/term/GO:0044297	-0.38439097823129875	-1.0758208318566387	0.1999999998	1	115	./Project_wg_result1576701136_GSEA/GO_0044297.png	51	33683;35655;34545;32528;39982;326152;39481;117346;117336;37726;117492;32860;33453;31865;42568;117500;117496;117488;117347;43309;117473;38453;117499;117348;117343;117349;117476;117470;117501;42036;32085;39345;117338;33450;33251;117485;117487;40891;318158;117472;192481;37347;117486;37725;39324;117344;117484;40648;117498;117327;34641	CCDC151;CCKLR-17D1;Efhc1.1;Glut3;Gr10a;Gr10b;Gr21a;Gr22a;Gr22b;Gr22c;Gr22e;Gr22f;Gr23a;Gr28a;Gr28b;Gr32a;Gr33a;Gr36a;Gr36b;Gr36c;Gr39a;Gr39b;Gr43a;Gr57a;Gr58a;Gr59a;Gr59b;Gr59c;Gr59d;Gr59e;Gr59f;Gr63a;Gr68a;Gr77a;Gr8a;Gr92a;Gr93a;Gr93b;Gr93d;Gr97a;Gr98b;Gr98c;Gr98d;Gr9a;Ir25a;Ir75a;Ir84a;Or23a;Or83a;Zmynd10;erm
