geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
GO:0005516	calmodulin binding	http://amigo.geneontology.org/amigo/term/GO:0005516	0.47705720403793217	1.7918357744978455	0	0	20	./Project_wg_result1576701787_GSEA/GO_0005516.png	20	42946;8674098;38001;46456;32624;42567;31800;34445;31839;46243;32120;36978;36071;34594;43670;44317;40224;40650;34495;38322	CASK;CG16984;CG7766;CanA-14F;CanA1;CanB;CanB2;Crag;KCNQ;Myo31DF;Nos;Orco;Patronin;Pde1c;PhKgamma;Pp2B-14D;asp;poe;rdgC;zip
GO:0050839	cell adhesion molecule binding	http://amigo.geneontology.org/amigo/term/GO:0050839	0.37401052719831324	1.7269662312934586	0	0	23	./Project_wg_result1576701787_GSEA/GO_0050839.png	22	34830;40620;41718;3355143;38488;31151;36683;40517;42025;33619;41062;33262;43654;35070;39368;31292;39972;34639;35071;36283;36125;33627	Abi;CG11807;CG17211;CG43333;CadN;CadN2;Ccn;Fas1;Fit1;alpha-Cat;arm;cindr;cno;dock;ed;ft;kirre;otk;p120ctn;pyd;rols;stan
GO:0008234	cysteine-type peptidase activity	http://amigo.geneontology.org/amigo/term/GO:0008234	0.3367018833256776	1.678573772758974	0	0	27	./Project_wg_result1576701787_GSEA/GO_0008234.png	27	36266;39547;39671;39102;32229;31789;32910;31776;44014;36546;33397;34384;33738;32169;38748;38648;39165;43749;32885;42935;36361;40628;31339;33090;33155;36531;37315	26-29-p;CG11023;CG12163;CG12717;CG13423;CG1440;CG1503;CG4968;CG6347;CG7332;CG7857;CalpB;Cp1;DUBAI;Damm;Rpn11;Uch;Uch-L5;Ulp1;Usp7;ec;faf;otu;puf;scny;sol;velo
GO:0005326	neurotransmitter transporter activity	http://amigo.geneontology.org/amigo/term/GO:0005326	0.4150221814287899	1.5580444643420277	0	0	21	./Project_wg_result1576701787_GSEA/GO_0005326.png	21	39939;3346192;34863;33247;33427;34047;42245;34048;36574;31317;34049;34046;34051;37157;2768941;37895;117368;36331;36417;36849;41449	CG10804;CG13793;CG13794;CG13795;CG13796;CG15279;CG33296;CG3790;CG7708;CG8850;DAT;Eaat2;GC2;List;Ntl;SerT;VGAT;VGlut;Vmat;blot;prt
GO:0005549	odorant binding	http://amigo.geneontology.org/amigo/term/GO:0005549	-0.46029076048613804	-1.3200783619866665	0.004999999995	0.8297927005720004	65	./Project_wg_result1576701787_GSEA/GO_0005549.png	54	318011;326110;33335;37715;31750;41018;36413;31207;36187;43375;246667;42425;318012;41119;41011;260693;2768728;34603;318013;37607;35980;39120;42712;2768964;41715;37716;35516;2768955;40648;34601;170882;37711;35644;42711;39929;33450;43341;37265;36350;40744;36207;246672;246666;39109;36600;246432;318778;41008;39189;36088;35514;32086;33381;32562	Obp22a;Obp46a;Obp47b;Obp50a;Obp50e;Obp51a;Obp56b;Obp56c;Obp56i;Obp57e;Obp58b;Obp73a;Or10a;Or13a;Or19b;Or22a;Or22c;Or23a;Or2a;Or33a;Or33c;Or42a;Or42b;Or43a;Or45b;Or46a;Or47a;Or49a;Or49b;Or59a;Or59b;Or59c;Or65a;Or65b;Or65c;Or67a;Or67b;Or67c;Or69a;Or74a;Or7a;Or82a;Or83a;Or83c;Or85c;Or85d;Or85e;Or85f;Or88a;Or92a;Or94a;Or94b;Or98a;Or98b
GO:0008565	protein transporter activity	http://amigo.geneontology.org/amigo/term/GO:0008565	-0.4434338302652532	-1.1852157499781364	0.1392785569746708	1	28	./Project_wg_result1576701787_GSEA/GO_0008565.png	3	318176;41500;40635	CG32727;Tim17a1;Tim17b1
GO:0017171	serine hydrolase activity	http://amigo.geneontology.org/amigo/term/GO:0017171	-0.3638114937635504	-1.0928012730178738	0.145999999854	1	136	./Project_wg_result1576701787_GSEA/GO_0017171.png	75	43432;34941;42323;318901;14462452;59225;41482;43360;246447;14462622;34836;326265;2768859;35050;33484;246456;41110;39586;42344;246449;246530;246444;246532;2768846;36852;246443;32978;2768841;40317;3885587;12798282;318071;246529;2768840;5740179;318192;40315;37491;41484;35906;36036;2768923;34640;2768924;318002;40098;5740413;246446;37974;35802;43181;5740609;246575;31033;42016;33667;37898;43396;41496;37309;43600;12798414;39058;34859;38953;43397;43395;33410;5740743;5740868;37650;318005;59137;33483;38847	CG10041;CG11037;CG11192;CG11626;CG11664;CG11843;CG12133;CG12256;CG12951;CG13744;CG14088;CG14227;CG14760;CG14892;CG15873;CG16998;CG17234;CG17404;CG18420;CG18557;CG18563;CG18636;CG18735;CG30082;CG30083;CG30087;CG30088;CG30091;CG30098;CG30286;CG30287;CG30289;CG30375;CG3117;CG31219;CG32376;CG32523;CG32755;CG32833;CG33159;CG33160;CG33226;CG33458;CG33461;CG33462;CG33465;CG3355;CG34129;CG34290;CG34295;CG34436;CG34437;CG34458;CG3650;CG3916;CG4271;CG43124;CG43336;CG43742;CG4477;CG4613;CG4650;CG4793;CG4815;CG4927;CG9294;CG9737;CG9997;Jon66Cii;Sems;Send2;aqrs;intr;rho-6;sphinx1
GO:0004175	endopeptidase activity	http://amigo.geneontology.org/amigo/term/GO:0004175	-0.34444174432741487	-1.0562830961862941	0.22999999977	1	203	./Project_wg_result1576701787_GSEA/GO_0004175.png	89	41482;37683;40740;43360;246447;40621;14462622;34836;37315;326265;2768859;35050;42094;39272;33484;43412;246456;41110;39586;42344;246449;246530;42895;246444;246532;2768846;36852;246443;32978;2768841;40317;3885587;37910;12798282;318071;246529;2768840;36907;5740179;318192;34671;40315;37491;41484;35906;42096;36036;2768923;34640;2768924;318002;40098;5740413;246446;37974;35802;33449;43181;5740609;246575;31033;42016;33667;33451;37898;43396;41496;37309;43600;31511;12798414;39058;34494;34859;39273;38953;43397;43395;33410;5740743;5740868;37650;43679;34726;318005;42457;59137;33483;38847	CG10041;CG10280;CG11037;CG11192;CG11664;CG12133;CG12951;CG13423;CG13744;CG14088;CG14227;CG14527;CG14760;CG14892;CG15485;CG15873;CG16998;CG17134;CG17283;CG17404;CG18420;CG18557;CG18563;CG18636;CG18735;CG30082;CG30083;CG30087;CG30088;CG30091;CG30098;CG30286;CG30287;CG30289;CG30375;CG3117;CG31219;CG32376;CG32523;CG32755;CG32833;CG33160;CG33226;CG33458;CG33461;CG33462;CG33465;CG3355;CG34129;CG34290;CG34295;CG34436;CG34437;CG34458;CG3650;CG3916;CG4271;CG43124;CG43336;CG43742;CG4477;CG4613;CG4650;CG4815;CG4927;CG5715;CG5863;CG6168;CG7573;CG9294;CG9737;CG9997;Jon66Cii;Prosalpha3T;Prosalpha4T1;Prosalpha4T2;Prosalpha6T;Prosbeta2R1;Prosbeta2R2;Prosbeta4R1;Prosbeta4R2;Sems;Send2;aqrs;intr;rho-6;sphinx1;ste24b;yip3
GO:0043177	organic acid binding	http://amigo.geneontology.org/amigo/term/GO:0043177	-0.4273107166290765	-1.1135506928541539	0.2595190378161132	1	22	./Project_wg_result1576701787_GSEA/GO_0043177.png	16	43624;50001;35832;326112;40026;5740402;40028;43623;43629;43416;40024;40025;43625;317911;326114;43628	CG11828;CG15864;CG18231;CG18233;CG18234;CG32199;CG32201;CG34345;CG9698;PH4alphaMP;PH4alphaNE1;PH4alphaNE2;PH4alphaNE3;PH4alphaSG1;PH4alphaSG2;mtt
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	http://amigo.geneontology.org/amigo/term/GO:0016701	-0.40970087543129363	-1.079094871504002	0.32632632599967337	1	24	./Project_wg_result1576701787_GSEA/GO_0016701.png	18	43624;50001;36481;326112;40026;5740402;43626;40028;43623;43629;43416;40024;40025;3885583;43625;317911;326114;43628	CG10814;CG11828;CG15864;CG18231;CG18233;CG18234;CG31371;CG32199;CG32201;CG34041;CG34345;CG9698;PH4alphaMP;PH4alphaNE1;PH4alphaNE2;PH4alphaNE3;PH4alphaSG1;PH4alphaSG2
